id,source,subject,text,label,split
nigerian_902,nigerian,YUKOS OIL FUNDS PARTERSHIP,"Dear Sir/ Madam ,

I , Representing Mr. Mikhail Khodorkovsky (M.K.) would like to ask for your partnership in Re-profiling funds over US$423 million. I will give the details, but in summary, the funds are coming via bank Menatep, Gibraltar and this is a legitimate transaction. You will be paid 4% for your ""management fees"".
If you are interested, Please write back and I will provide further instructions. Keep this confidential. Finally, please note that this must be concluded soonest.
Write me back on this mail box, steinjammy@netscape.net

I look forward to it.

Regards.

James Stein",phishing,train
nigerian_3561,nigerian,very confidential!!,"Good Day,

I am Mr. Chen Jiang, Bank Manager of a Bank in China.I have an urgent
and very confidential business proposition for you.On November 6, 2001,
a British Oil consultant/contractor with the Chinese Solid Minerals
Corporation, Made a numbered time (Fixed) Deposit for twelve calendar
months, valued at US$30,000,000.00 (Thirty Million United States
Dollars) in my branch.Upon maturity, I sent a routine notification to
his forwarding address but got no reply.

After a month, we sent a reminder and finally we discovered from his
contract employers, the Chinese Solid Minerals Corporation that he died
from an automobile accident. On further investigation, I found out that
he died without making a WILL, and all attempts to trace his next of
kin was fruitless. I therefore made further investigation and
discovered that he did not declare any kin or relations in all his
official documents, including his Bank Depos! it paperwork
in my Bank. This sum of US$30,000,000.00 is still sitting in my Bank
and the interest is being rolled over with the principal sum at the end
of each year.

No one will ever come forward to claim it. According to Laws ofRepublic
of China, at the expiration of 6 (six) years, the money will revert to
the ownership of the Chinese Government if nobody applies to claim the
fund. Consequently, my proposal is that I will like you as a foreigner
to stand in as the next of kin to the man so that the fruits of this
old man's
labor will not get into the hands of some corrupt government
officials.This is simple, I will like you to provide immediately your
full names and address so that the attorney will prepare the necessary
documents and affidavits that will put you in place as the next of kin.

shall employ the services of an attorney for drafting and authorization
of the WILL and to obtain the necessary doc! uments and letter of
probate/administration in your favor! for the transfer.A bank account in
any part of the world that you will provide will then facilitate the
transfer of this money to you as the beneficiary/next of kin. The money
will be paid into your
account for us to share in the ratio of 50% for me and 50% for you.

There is no risk at all as all the paperwork for this transaction will
be done by the attorney and my position as the Branch Manager
guarantees the successful execution of this transaction. If you are
interested, please reply immediately via the private email address
chenjiang022@yahoo.com.hkUpon your response, I shall then provide you
with more details and
relevantdocuments that will help you understand the transaction. Please
send me your confidential telephone and fax numbers for easy
communication.
Please observe utmost confidentiality, and rest assured that this
transaction would be most profitable for both of us because I shall
require you! r assistance to invest my share in your country.

Awaiting your urgent reply via my email address.
chenjiang022@yahoo.com.hk
Thanks and regards.
Chen Jiang.",phishing,train
enron_cash-m_sent_110.,enron,Telecommuting Forms,"Twanda, would you please save these to my form directory and print them out
for me? Thanks a lot. Michelle

---------------------- Forwarded by Michelle Cash/HOU/ECT on 01/11/2000 10:12
AM ---------------------------

LeAnne Chumley
01/07/2000 11:51 AM
To: Michelle Cash/HOU/ECT@ECT
cc: Gary Buck/HOU/ECT@ECT
Subject: Telecommuting Forms

See below two documents:

---------------------- Forwarded by LeAnne Chumley/HOU/ECT on 01/07/2000
11:49 AM ---------------------------

Gary Buck
01/07/2000 11:43 AM
To: LeAnne Chumley/HOU/ECT@ECT
cc:
Subject: Telecommuting

LeAnne,

Please attach the forms for telecummuting that I asked you to modify recently
and send them to Michelle Cash.

Thanks,
Gary
---------------------- Forwarded by Gary Buck/HOU/ECT on 01/07/2000 11:42 AM
---------------------------

Michelle Cash
01/07/2000 11:22 AM
To: Gary Buck/HOU/ECT@ECT
cc:
Subject: Telecommuting

Gary, would you please send me by email the telecommuting policy and the
agreement for telecommuters?

Thanks a lot.

Michelle",legitimate,train
enron_giron-d_sent_items_107.,enron,Fundy Site,"Reminder to get me set up as an authorized user.

DG",legitimate,train
enron_kaminski-v__sent_mail_4321.,enron,Fresh IDEA,"Gary,

Any interest in this service?
Do you want me to give this guy your name so that he can talk to you directly?

Vince

---------------------- Forwarded by Vince J Kaminski/HOU/ECT on 03/27/2000
08:42 AM ---------------------------

""Vadim Pokhlebkin"" on 03/21/2000 08:56:03 AM
To:
cc:
Subject: Fresh IDEA

Morning Vince,

Attached, there are two today's issues of our daily market research:
1. FMT, Financial Markets Today - overview/forecast of the Major FX and
bonds markets,
2. Fixed Income Today - overview/forecasts of US treasuries, agencies, and
corporates.

Once again, I would like to suggest that I can contact your colleagues
directly and arrange free 30-day trials for them in order to save you from
being a middle-man. Please let me know whom I may contact.

Best regards,
Vadim Pokhlebkin
Account Manager
vpokhlebkin@ideaglobal.com
tel. + 1 212 571 4332
fax + 1 212 571 4334

IDEAglobal.com
140 Broadway, 21st Floor
New York, NY 10005, USA

Any views expressed in this message are those of the individual sender,
except where the sender specifically states them to be the views of
IDEAglobal.com. This email, its content and any files transmitted with it
are intended solely for the addressee(s) and may be legally privileged
and/or confidential. Access by any other party is unauthorized without the
express written permission of the sender. If you have received this email in
error you may not copy or use the contents, attachments or information in
any way. Please destroy it and contact the sender via the IDEAglobal.com
switchboard in one of the following three offices: New York +1 212 571 4332;
London +44 171 430 2888; Singapore +65 332 0700

- FMT0321A.pdf
- FIT0321a.pdf",legitimate,train
enron_allen-p__sent_mail_148.,enron,TIME SENSITIVE: Executive Impact & Influence Program Survey,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000
02:01 PM ---------------------------

Enron-admin@FSDDataSvc.com on 09/06/2000 10:12:33 AM
To: pallen@enron.com
cc:
Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey

Executive Impact & Influence Program
* IMMEDIATE ACTION REQUIRED - Do Not Delete *

As part of the Executive Impact and Influence Program, each participant
is asked to gather input on the participant's own management styles and
practices as experienced by their immediate manager, each direct report,
and up to eight peers/colleagues.

You have been requested to provide feedback for a participant attending
the next program. Your input (i.e., a Self assessment, Manager assessment,
Direct Report assessment, or Peer/Colleague assessment) will be combined
with the input of others and used by the program participant to develop an
action plan to improve his/her management styles and practices.

It is important that you complete this assessment
NO LATER THAN CLOSE OF BUSINESS Thursday, September 14.

Since the feedback is such an important part of the program, the participant
will be asked to cancel his/her attendance if not enough feedback is
received. Therefore, your feedback is critical.

To complete your assessment, please click on the following link or simply
open your internet browser and go to:

http://www.fsddatasvc.com/enron

Your unique ID for each participant you have been asked to rate is:

Unique ID - Participant
EVH3JY - John Arnold
ER93FX - John Lavorato
EPEXWX - Hunter Shively

If you experience technical problems, please call Dennis Ward at
FSD Data Services, 713-942-8436. If you have any questions about this
process,
you may contact Debbie Nowak at Enron, 713-853-3304, or Christi Smith at
Keilty, Goldsmith & Company, 858-450-2554.

Thank you for your participation.",legitimate,train
nazario_phishing-2022_66,nazario,"We're having some trouble with your current billing information. N
0585414","|
---
|
---
|
|
| | | Hi jose@monkey.org,
---
We're having some trouble with your current billing information.

We'll try again, but in the meantime you may want to update your payment details.

| [UPDATE ACCOUNT NOW](https://food.sadel.tech/sas.php ""UPDATE ACCOUNT NOW"")
---
Need help? We?re here if you need it. Visit the Help Centre or contact us now.
\- Your friends at Netflix
Questions? Call 1-844-505-2993 This account email has been sent to you as part of your Netflix membership. To change your email preferences at any time, please visit the Communication Settings page for your account.",phishing,train
enron_lavorato-j_sent_items_240.,enron,DRAFT eBiz ARTICLE--CA Gas Prices,"I thought I was very clear that we are not publishing anything internally about California gas prices.
---------------------- Forwarded by John J Lavorato/Corp/Enron on 12/14/2000 11:46 AM ---------------------------

Jennifer Walker
12/14/2000 11:13 AM
To: John J Lavorato/Corp/Enron@Enron
cc:

Subject: DRAFT eBiz ARTICLE--CA Gas Prices

John:
Per Eric Thode's voice mail, attached is the DRAFT of the eBiz article regarding gas prices in California. Please review and give me a call or an email with your comments.

Thanks for your time--we really appreciate it.
Jennifer Walker
Public Relations
x3-9964",legitimate,train
nigerian_2692,nigerian,"Good Day,Sir/Madam,","Good Day,Sir/Madam,

Please accept my sincere apologizes if my email
does not meet your business or personal ethics. I will first introduce
myself as Mr.Don Kelly, a staff in the Private Clients Section of a
well-known bank, here in London, England.

One of our accounts, with
holding balance of £15,000,000 (Fifteen Million Pounds Sterling) has
been dormant and last operated three years ago. From my investigations
and confirmation, the owner of the said account, a foreigner by name
John Shumejda died on the 4th of January 2002 in a plane crash in
Birmingham; you can view this CNN website

http://edition.cnn.
com/2002/WORLD/europe/01/04/england.plane/ for details on the crash.

Since then, nobody has done anything as regards the claiming of this
money, as he has no family member that has any knowledge as to the
existence of either the account or the funds; and also Information from
the National Immigration also states that he was single on entry into
the UK.

I have confidently discussed this issue with the bank manager
and we have agreed to find a reliable foreign partner to deal
with. We
therefore propose to do business with you, standing in as the next of
kin of these funds from the deceased and funds released to you after
necessary processes have been followed.

This transaction is totally
free of risk and troubles as the fund is legitimate and does not
originate from drug, money laundry, terrorism or any other illegal act.

On your interest, let me hear from you URGENTLY.

Best Regards,

Mr.
Don Kelly.",phishing,train
spamassassin_easy_ham_01299.3d97e3706e7d000ee12fb9e2a5947ed5,spamassassin,Re: RH 8 no DMA for DVD drive,"On Mon, 7 Oct 2002, Jesse Keating wrote:

> On Mon, 7 Oct 2002 19:28:51 +0200
> Matthias Saou wrote:
>
> # I've never heard of any CD-ROM or DVD-ROM drive having problems with
> # DMA... although there probably is since Red Hat decided to default
> # disabling it a few releases back :-/
>
> When I worked as a PC repair tech for a Computer store chain, I did
> run across quite a few DVD drives that would lock up if DMA was
> enabled. It's more of a chipset/drive problem than a Drive by itself.

And my IBM Intellistation would lock up instantly .. now this is actually
quite funny .. if DMA was enabled for the CD-ROM *and* you tried to access
a CD with Joliet extensions. Otherwise it worked just fine with DMA
enabled :)

--
- Panu -

_______________________________________________
RPM-List mailing list
http://lists.freshrpms.net/mailman/listinfo/rpm-list",legitimate,train
nazario_phishing-2023_195,nazario,We are sad to see you go,"We are sad to see you go
We hope you are safe, stay safe Dear customer,

We could not authorize your payment for the next billing cycle of your subscription therefore we've suspended your membership. But your current subscription is active until it expires.

Obviously we'd love to have you back, simply click restart your membership to update your details and continue to enjoy all the best TV shows & movies without interruption.

Restart your membership",phishing,train
nigerian_2366,nigerian,BUSINESS LOCATION HOTEL BUSINESS,"Dear Sir/madam
My name is Mrs. Joy Ibe I, am about to retire from my work before the end of next year. I write to inform you of my intention to invest in Hotel business in your country and to request you to assists me carrying out feasibility studies on location, type and estimation on how much it will cost to establish a ""Three Star Hotel"", either by outright purchase of an already existing but dilapidated one and renovate or setting up a new one entirely.

If you sincerely carry out this survey, and give me a feedback as soon as possible,I will give you the power of attorney to build & manage the hotel on my behalf pending my retirement next year.

I am presently down with sickness as a result of my old age and stress but I have been assured by my doctor that I will be fine and back to work soon.
Please do let me know wether you are willing and capable of handling all these.
I will be expecting your reply as soon as possible.
Thanks

My alternative email addresses:- mrsjoyibey2006@yahoo.co.uk

Yours sincerely,
Mrs Joy Ibe.",phishing,train
